Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,Matej FILIP POSITION,Matej FILIP LAP TIME,Matej FILIP ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME
1,7.17,7.17,2,7.34,7.34,3,8.76,8.76
1,9.41,16.58,2,9.50,16.84,3,10.35,19.11
1,8.86,25.44,2,9.38,26.22,3,9.92,29.03
1,8.95,34.39,2,9.61,35.83,3,10.30,39.33
1,9.17,43.556,2,10.03,45.854,3,10.65,49.974
