NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.79,6.79,5,7.43,7.43,2,6.95,6.95,3,7.05,7.05,4,7.25,7.25
1,8.86,15.65,5,9.07,16.50,2,8.97,15.92,3,8.92,15.97,4,8.79,16.04
1,8.70,24.35,5,8.43,24.93,2,8.57,24.49,4,8.68,24.65,3,8.54,24.58
1,8.66,33.01,5,8.58,33.51,2,8.62,33.11,4,8.60,33.25,3,8.60,33.18
1,8.76,41.760,5,8.80,42.300,2,8.87,41.977,4,,42.055,3,,42.032
