VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME
1,7.24,7.24,2,7.43,7.43,4,7.75,7.75,5,7.89,7.89,3,7.56,7.56
1,9.49,16.73,3,9.64,17.07,5,9.80,17.55,4,9.58,17.47,2,9.42,16.98
1,9.17,25.90,3,9.32,26.39,5,9.55,27.10,4,9.04,26.51,2,9.31,26.29
1,9.27,35.17,3,9.12,35.51,5,9.65,36.75,4,9.11,35.62,2,9.09,35.38
1,9.53,44.70,3,9.39,44.90,5,9.94,46.69,4,9.51,45.13,2,9.43,44.81
