Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME
2,13.47,13.47,1,13.34,13.34,4,13.79,13.79,5,14.01,14.01,3,13.65,13.65
2,10.20,23.67,1,10.29,23.63,3,10.03,23.82,5,10.01,24.02,4,10.33,23.98
2,9.82,33.49,4,10.10,33.73,5,10.01,33.83,1,9.32,33.34,3,9.66,33.64
2,9.61,43.10,4,9.53,43.26,5,9.50,43.33,1,9.67,43.01,3,9.52,43.16
2,9.67,52.77,4,9.74,53.00,5,9.83,53.16,1,9.67,52.68,3,9.70,52.86
2,9.72,1:02.49,4,9.66,1:02.66,5,9.67,1:02.83,1,9.71,1:02.39,3,9.72,1:02.58
2,9.63,1:12.12,4,9.64,1:12.30,5,9.59,1:12.42,1,9.62,1:12.01,3,9.65,1:12.23
2,9.46,1:21.58,5,9.82,1:22.12,4,9.41,1:21.83,1,9.50,1:21.51,3,9.46,1:21.69
2,9.64,1:31.22,5,10.25,1:32.348,3,9.48,1:31.31,1,9.65,1:31.16,4,9.71,1:31.388
