Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
2,15.77,15.77,3,15.91,15.91,4,16.12,16.12,1,15.48,15.48
2,11.04,26.81,3,11.09,27.00,4,11.20,27.32,1,11.15,26.63
2,9.85,36.66,3,9.93,36.93,4,9.64,36.96,1,10.01,36.64
2,9.46,46.12,4,9.49,46.42,1,8.82,45.78,3,9.64,46.28
2,9.09,55.21,4,9.04,55.46,1,9.33,55.11,3,9.18,55.46
2,9.36,1:04.57,3,9.32,1:04.78,1,9.35,1:04.46,4,9.54,1:05.00
2,9.27,1:13.84,3,9.23,1:14.01,1,9.24,1:13.70,4,9.39,1:14.39
2,9.42,1:23.26,3,9.37,1:23.38,1,9.45,1:23.15,4,9.71,1:24.10
3,9.87,1:33.123,2,9.57,1:32.947,1,9.70,1:32.851,4,10.30,1:34.392
