Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
2,6.86,6.86,1,6.65,6.65,4,7.15,7.15,3,7.02,7.02
2,8.57,15.43,1,8.54,15.19,4,9.02,16.17,3,8.83,15.85
2,8.14,23.57,1,8.16,23.35,4,8.29,24.46,3,8.31,24.16
2,8.36,31.93,1,8.33,31.68,4,8.45,32.91,3,8.32,32.48
2,8.42,40.345,1,8.48,40.158,4,8.66,41.566,3,8.52,40.993
