Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Nikolay STANCHEV POSITION,Nikolay STANCHEV LAP TIME,Nikolay STANCHEV ELAPSED TIME
3,7.010,7.010,1,6.859,6.859,2,6.969,6.969,4,7.257,7.257
3,9.118,16.128,1,8.864,15.723,2,9.011,15.980,4,9.258,16.515
3,8.718,24.846,1,8.716,24.439,2,8.836,24.816,4,9.034,25.549
2,8.889,33.735,1,8.881,33.320,3,9.037,33.852,4,9.326,34.874
2,9.37,43.104,1,9.31,42.629,3,9.46,43.304,4,9.55,44.425
