Kan SOPONKIJ POSITION,Kan SOPONKIJ LAP TIME,Kan SOPONKIJ ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,Georgi TSVETKOV POSITION,Georgi TSVETKOV LAP TIME,Georgi TSVETKOV ELAPSED TIME,Mak KRSTIC POSITION,Mak KRSTIC LAP TIME,Mak KRSTIC ELAPSED TIME
3,7.80,7.80,1,7.50,7.50,2,7.73,7.73,4,8.18,8.18
2,10.16,17.96,1,10.07,17.57,3,10.65,18.38,4,10.60,18.78
2,9.78,27.74,1,9.60,27.17,3,10.11,28.49,4,10.23,29.01
2,9.79,37.53,1,9.82,36.99,3,10.30,38.79,4,10.51,39.52
2,10.01,47.531,1,10.01,46.989,3,10.67,49.442,4,10.97,50.470
