YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
2,12.88,12.88,3,12.91,12.91,1,12.83,12.83,4,12.98,12.98
2,10.12,23.01,3,10.18,23.09,1,10.17,23.00,4,10.22,23.20
3,10.15,33.16,2,10.05,33.15,1,10.10,33.10,4,10.08,33.29
2,9.86,43.03,3,9.88,43.04,1,9.84,42.94,4,9.90,43.19
3,9.81,52.84,2,9.77,52.81,1,9.78,52.73,4,9.64,52.84
2,9.78,1:02.63,4,9.91,1:02.72,1,9.88,1:02.61,3,9.87,1:02.72
1,9.95,1:12.58,4,9.98,1:12.70,2,9.97,1:12.59,3,9.92,1:12.64
2,9.84,1:22.42,4,10.12,1:22.83,1,9.71,1:22.30,3,9.95,1:22.59
2,9.94,1:32.358,4,12.35,1:35.172,1,9.99,1:32.286,3,9.86,1:32.450
