Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
4,7.720,7.720,1,7.290,7.290,2,7.440,7.440,3,7.540,7.540
4,10.080,17.810,1,9.840,17.130,2,9.760,17.210,3,9.860,17.410
4,9.760,27.570,2,9.820,26.960,1,9.640,26.850,3,9.630,27.050
4,9.890,37.470,3,9.730,36.690,1,9.450,36.310,2,9.420,36.470
4,10.280,47.750,3,9.890,46.590,2,9.970,46.280,1,9.700,46.180
