Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.80,6.80,2,7.04,7.04,3,7.13,7.13,4,7.14,7.14
1,8.71,15.51,2,8.91,15.95,4,9.15,16.28,3,9.10,16.24
1,8.47,23.98,2,8.73,24.68,4,27.66,43.94,3,9.08,25.32
1,8.57,32.55,2,8.82,33.50,4,19.49,1:03.43,3,9.11,34.43
1,8.80,41.345,2,9.04,42.532,0,,notime,3,9.28,43.701
