KHODYREV Igor POSITION,KHODYREV Igor LAP TIME,KHODYREV Igor ELAPSED TIME,Gianluigi NOVER POSITION,Gianluigi NOVER LAP TIME,Gianluigi NOVER ELAPSED TIME,Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME,TSAI Ping-Yuan POSITION,TSAI Ping-Yuan LAP TIME,TSAI Ping-Yuan ELAPSED TIME
0,7.002,7.002,0,7.116,7.116,0,,,0,7.596,7.596
0,9.499,16.501,0,9.827,16.943,0,,,0,9.368,16.964
0,9.768,26.269,0,9.390,26.333,0,,,0,9.825,26.789
0,10.128,36.397,0,9.189,35.522,0,,,0,9.520,36.309
0,,,0,,,0,,,0,,
