SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,KOIKE Katsunori POSITION,KOIKE Katsunori LAP TIME,KOIKE Katsunori ELAPSED TIME,WANG Pengyu POSITION,WANG Pengyu LAP TIME,WANG Pengyu ELAPSED TIME,Lorenzo MORRONE POSITION,Lorenzo MORRONE LAP TIME,Lorenzo MORRONE ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME
1,12.58,12.58,4,12.91,12.91,3,12.83,12.83,6,13.08,13.08,2,12.68,12.68,5,13.01,13.01
1,9.63,22.21,5,9.68,22.59,3,9.61,22.44,6,9.68,22.76,2,9.65,22.33,4,9.51,22.52
1,9.45,31.66,5,9.45,32.04,3,9.47,31.91,6,9.38,32.14,2,9.45,31.78,4,9.50,32.02
1,9.38,41.04,6,9.57,41.61,3,9.39,41.30,5,9.39,41.53,2,9.38,41.16,4,9.42,41.44
1,9.26,50.30,5,9.14,50.75,3,9.26,50.56,6,9.37,50.90,2,9.25,50.41,4,9.23,50.67
1,9.10,59.40,5,9.09,59.84,3,9.08,59.64,6,9.04,59.94,2,9.12,59.53,4,9.07,59.74
1,9.03,1:08.43,5,8.99,1:08.83,2,8.90,1:08.54,6,9.17,1:09.11,3,9.09,1:08.62,4,8.89,1:08.63
1,9.03,1:17.46,5,9.24,1:18.07,2,9.01,1:17.55,6,9.51,1:18.62,4,9.35,1:17.97,3,9.05,1:17.68
1,9.23,1:26.69,5,9.63,1:27.681,3,9.28,1:26.83,6,10.07,1:28.668,4,9.31,1:27.267,2,9.12,1:26.80
