Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
2,12.210,12.210,4,12.780,12.780,1,12.120,12.120,3,12.320,12.320
3,9.220,21.440,4,9.170,21.960,2,9.180,21.300,1,8.850,21.180
3,9.260,30.710,4,9.010,30.970,2,9.250,30.550,1,9.340,30.520
3,9.340,40.050,4,9.280,40.250,2,9.410,39.970,1,9.340,39.870
3,9.280,49.340,4,9.280,49.530,2,9.200,49.170,1,9.200,49.070
3,9.120,58.460,4,9.210,58.750,2,9.120,58.290,1,9.190,58.260
3,9.250,1:07.710,4,9.150,1:07.900,2,9.180,1:07.480,1,9.180,1:07.440
3,9.270,1:16.990,4,9.380,1:17.280,2,9.340,1:16.820,1,9.240,1:16.690
3,9.320,1:26.320,4,9.380,1:26.670,2,9.450,1:26.280,1,9.310,1:26.000
