Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
3,7.49,7.49,1,7.00,7.00,4,9.13,9.13,2,7.14,7.14
3,9.68,17.17,2,9.35,16.35,4,11.32,20.45,1,9.12,16.26
3,8.93,26.10,2,8.53,24.88,4,10.85,31.30,1,8.45,24.71
3,9.27,35.37,2,9.06,33.94,4,12.75,44.05,1,8.65,33.36
3,9.45,44.817,2,9.31,43.249,4,12.09,56.131,1,9.01,42.363
