Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.83,6.83,2,6.95,6.95,3,7.08,7.08,4,7.23,7.23
1,8.82,15.65,2,8.78,15.73,4,9.17,16.25,3,8.81,16.04
1,8.37,24.02,2,8.37,24.10,4,8.64,24.89,3,8.46,24.50
1,8.48,32.50,2,8.51,32.61,4,8.83,33.72,3,8.47,32.97
1,8.56,41.058,2,8.73,41.339,4,9.18,42.897,3,8.73,41.695
