LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME
1,12.96,12.96,4,13.34,13.34,2,13.06,13.06,3,13.16,13.16
1,10.42,23.38,4,10.39,23.73,2,10.43,23.49,3,10.43,23.59
1,10.38,33.76,4,10.34,34.07,2,10.36,33.85,3,10.35,33.94
1,10.16,43.92,4,10.17,44.24,2,10.17,44.02,3,10.15,44.09
1,10.16,54.08,4,10.17,54.41,2,10.15,54.17,3,10.18,54.27
1,10.04,1:04.12,4,10.02,1:04.43,3,10.06,1:04.23,2,9.96,1:04.23
1,9.65,1:13.77,4,9.80,1:14.23,3,9.81,1:14.04,2,9.64,1:13.87
1,9.80,1:23.57,4,9.78,1:24.01,3,9.88,1:23.92,2,9.82,1:23.69
1,9.97,1:33.536,4,9.97,1:33.975,3,10.05,1:33.967,2,9.88,1:33.570
