LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME
2,13.481,13.481,1,13.449,13.449,4,13.788,13.788,3,13.594,13.594
1,10.324,23.805,3,10.507,23.955,2,10.062,23.850,4,10.451,24.045
2,10.001,33.805,3,9.951,33.905,1,9.793,33.642,4,9.952,33.997
3,9.789,43.593,4,9.695,43.600,1,9.807,43.449,2,9.550,43.546
1,9.470,53.063,2,9.469,53.068,3,9.674,53.122,4,9.771,53.317
1,9.120,1:02.183,2,9.121,1:02.189,4,9.292,1:02.413,3,9.033,1:02.349
1,9.215,1:11.397,3,9.470,1:11.658,2,9.160,1:11.573,4,9.479,1:11.827
1,9.351,1:20.747,2,9.133,1:20.791,4,9.416,1:20.988,3,9.090,1:20.917
1,9.53,1:30.274,2,9.53,1:30.320,4,9.72,1:30.705,3,9.47,1:30.387
