Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME
3,7.42,7.42,2,7.23,7.23,1,6.89,6.89
2,8.88,16.30,3,9.18,16.41,1,8.88,15.77
2,8.48,24.78,3,8.70,25.11,1,8.59,24.36
2,8.66,33.44,3,8.88,33.99,1,8.72,33.08
2,8.88,42.32,3,9.28,43.278,1,9.00,42.08
