HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,0,6.91,2,0,7.05
1,9.10,16.01,2,9.09,16.14
1,8.59,24.60,2,8.54,24.68
1,8.66,33.26,2,8.69,33.37
1,8.84,42.098,2,8.88,42.241
