DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
2,13.02,13.02,3,13.07,13.07,4,13.17,13.17,1,12.99,12.99
3,9.83,22.85,2,9.68,22.75,4,9.96,23.13,1,9.65,22.64
2,9.28,32.13,3,9.52,32.27,4,9.63,32.76,1,9.37,32.01
2,9.41,41.54,3,9.41,41.68,4,9.75,42.51,1,9.44,41.45
2,9.48,51.02,3,9.46,51.14,4,9.94,52.45,1,9.46,50.91
2,9.40,1:00.42,3,9.46,1:00.60,4,10.34,1:02.79,1,9.45,1:00.36
2,9.50,1:09.92,3,9.45,1:10.05,4,10.74,1:13.53,1,9.46,1:09.82
2,9.56,1:19.48,3,9.66,1:19.71,4,10.88,1:24.41,1,9.45,1:19.27
2,10.15,1:29.627,3,10.59,1:30.292,4,11.05,1:35.456,1,9.66,1:28.921
