Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME,de Xun CHEW POSITION,de Xun CHEW LAP TIME,de Xun CHEW ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME
2,6.98,6.98,5,8.01,8.01,1,6.93,6.93,3,7.15,7.15,4,7.73,7.73
2,9.13,16.11,5,11.83,19.84,1,8.87,15.80,3,9.05,16.20,4,9.12,16.85
2,8.63,24.74,5,12.66,32.50,1,8.43,24.23,3,8.65,24.85,4,8.84,25.69
2,8.75,33.49,5,13.28,45.78,1,8.60,32.83,3,8.74,33.59,4,9.32,35.01
2,9.04,42.521,5,12.46,58.234,1,8.78,41.603,3,8.97,42.554,4,9.72,44.722
