BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME
3,7.205,7.205,1,6.908,6.908,2,7.139,7.139,4,7.293,7.293
4,9.856,17.061,1,9.531,16.439,2,9.509,16.647,3,9.427,16.719
4,9.309,26.369,1,9.069,25.508,2,9.092,25.738,3,9.123,25.842
4,9.451,35.820,1,9.167,34.674,2,9.124,34.861,3,9.118,34.960
4,9.86,45.673,1,9.37,44.040,2,9.23,44.086,3,9.27,44.226
