Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.81,6.81,2,7.03,7.03,3,7.22,7.22,4,7.35,7.35
1,8.85,15.66,2,9.01,16.04,3,9.04,16.26,4,9.51,16.86
1,8.65,24.31,2,8.56,24.60,3,8.47,24.73,4,9.64,26.50
1,8.96,33.27,2,8.86,33.46,3,8.84,33.57,4,9.58,36.08
1,9.02,42.289,2,8.87,42.325,3,9.11,42.677,4,10.08,46.154
