RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,Elisa CONFORTOLA POSITION,Elisa CONFORTOLA LAP TIME,Elisa CONFORTOLA ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME
1,13.27,13.27,3,13.48,13.48,4,13.70,13.70,2,13.41,13.41,5,13.81,13.81
1,10.12,23.39,4,10.08,23.56,3,9.83,23.53,2,10.07,23.48,5,9.93,23.74
3,9.81,33.20,4,9.71,33.27,1,9.58,33.11,2,9.65,33.13,5,9.61,33.35
5,9.96,43.16,3,9.73,43.00,1,9.46,42.57,2,9.51,42.64,4,9.74,43.09
5,9.78,52.94,3,9.61,52.61,1,9.70,52.27,2,9.73,52.37,4,9.69,52.78
5,9.61,1:02.55,3,9.69,1:02.30,1,9.76,1:02.03,2,9.75,1:02.12,4,9.62,1:02.40
5,9.71,1:12.26,3,9.70,1:12.00,1,9.72,1:11.75,2,9.76,1:11.88,4,9.85,1:12.25
5,10.17,1:22.43,3,9.86,1:21.86,1,9.88,1:21.63,2,9.92,1:21.80,4,10.05,1:22.30
5,10.43,1:32.867,3,10.27,1:32.13,1,10.26,1:31.89,2,10.25,1:32.05,4,10.31,1:32.615
