Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
3,13.62,13.62,2,13.58,13.58,5,13.92,13.92,1,13.52,13.52,4,13.77,13.77
3,10.18,23.80,1,10.06,23.64,5,10.13,24.05,2,10.19,23.71,4,10.12,23.89
3,10.36,34.16,1,10.33,33.97,5,10.28,34.33,2,10.34,34.05,4,10.34,34.23
3,10.22,44.38,1,10.24,44.21,5,10.33,44.66,2,10.25,44.30,4,10.23,44.46
3,10.17,54.55,1,10.16,54.37,5,10.11,54.77,2,10.16,54.46,4,10.16,54.62
3,10.00,1:04.55,1,10.02,1:04.39,5,10.02,1:04.79,2,10.01,1:04.47,4,10.01,1:04.63
3,9.78,1:14.33,1,9.77,1:14.16,5,9.76,1:14.55,2,9.76,1:14.23,4,9.82,1:14.45
3,9.68,1:24.01,1,9.71,1:23.87,5,9.64,1:24.19,2,9.72,1:23.95,4,9.64,1:24.09
4,40.76,2:04.768,1,9.92,1:33.787,3,19.30,1:43.489,2,10.01,1:33.960,5,57.82,2:21.908
