Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
2,15.348,15.348,1,15.259,15.259,3,15.571,15.571,4,15.637,15.637
2,12.738,28.085,1,12.780,28.039,3,12.731,28.302,4,12.780,28.417
3,12.040,40.125,2,11.887,39.925,1,11.468,39.769,4,11.752,40.168
4,10.500,50.624,2,10.365,50.290,3,10.606,50.375,1,10.052,50.220
4,9.260,59.883,2,9.341,59.631,3,9.373,59.748,1,9.296,59.515
3,9.337,1:09.220,1,9.357,1:08.987,4,9.535,1:09.282,2,9.597,1:09.112
4,9.468,1:18.687,2,9.484,1:18.471,1,8.967,1:18.248,3,9.372,1:18.483
4,9.484,1:28.171,3,9.479,1:27.949,1,9.233,1:27.481,2,9.355,1:27.838
3,9.59,1:37.755,2,9.72,1:37.664,1,9.82,1:37.296,0,,DQ
