XU Fu POSITION,XU Fu LAP TIME,XU Fu ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
3,13.11,13.11,4,13.24,,2,12.98,12.98,1,12.92,12.92
4,9.98,23.09,3,9.84,,1,9.99,22.97,2,10.13,23.05
4,9.84,32.93,2,9.28,,1,9.23,32.20,3,9.69,32.74
4,9.12,42.05,2,9.24,,1,9.31,41.51,3,9.24,41.98
4,9.04,51.09,2,9.18,,1,9.16,50.67,3,8.99,50.97
4,9.08,1:00.17,1,9.18,,3,9.47,1:00.14,2,9.10,1:00.07
4,9.35,1:09.52,1,9.36,,3,9.32,1:09.46,2,9.38,1:09.45
4,9.39,1:18.91,1,9.15,,2,9.11,1:18.57,3,9.39,1:18.84
3,9.49,1:28.40,1,9.24,,2,9.24,1:27.81,4,9.67,1:28.51
