LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
1,6.89,6.89,2,7.01,7.01,4,7.13,7.13,3,7.08,7.08
1,9.17,16.06,3,9.32,16.33,4,9.30,16.43,2,9.13,16.21
1,8.72,24.78,4,8.79,25.12,3,8.69,25.12,2,8.79,25.00
1,8.89,33.67,3,8.86,33.98,4,8.87,33.99,2,8.82,33.82
1,9.18,42.847,4,9.26,43.233,3,9.08,43.064,2,9.16,42.977
