Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
2,12.23,12.23,3,12.40,12.40,4,12.50,12.50,5,12.71,12.71,1,12.10,12.10
3,9.45,21.68,4,9.39,21.79,2,9.13,21.63,5,9.18,21.89,1,9.47,21.57
3,9.16,30.84,4,9.18,30.97,2,9.07,30.70,5,9.20,31.09,1,9.13,30.70
3,9.27,40.11,4,9.24,40.21,2,9.31,40.01,5,9.20,40.29,1,9.23,39.93
3,9.50,49.61,4,9.50,49.71,2,9.50,49.51,5,9.53,49.82,1,9.51,49.44
3,9.47,59.08,4,9.46,59.17,2,9.43,58.94,5,9.46,59.28,1,9.40,58.84
3,9.31,1:08.39,4,9.26,1:08.43,2,9.27,1:08.21,5,9.38,1:08.66,1,9.28,1:08.12
4,9.42,1:17.81,3,9.33,1:17.76,2,9.22,1:17.43,5,9.47,1:18.13,1,9.22,1:17.34
0,,PEN,3,9.28,1:27.031,2,9.36,1:26.788,4,9.69,1:27.817,1,9.40,1:26.732
