Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Andrea DO-DUC POSITION,Andrea DO-DUC LAP TIME,Andrea DO-DUC ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
1,14.330,14.330,2,14.380,14.380,3,14.470,14.470,4,14.740,14.740
4,12.480,26.810,1,12.040,26.420,2,11.960,26.430,3,11.800,26.540
3,11.490,38.310,1,11.320,37.750,4,11.920,38.350,2,11.530,38.070
4,11.230,49.540,1,11.280,49.030,2,10.830,49.190,3,11.290,49.370
4,10.740,1:00.290,2,10.960,59.990,1,10.690,59.880,3,10.620,1:00.000
4,9.960,1:10.250,1,9.620,1:09.620,2,9.990,1:09.870,3,9.870,1:09.870
4,9.840,1:20.100,1,9.790,1:19.410,2,9.930,1:19.800,3,9.990,1:19.870
4,9.790,1:29.890,2,10.160,1:29.580,1,9.770,1:29.570,3,9.830,1:29.700
2,9.790,1:39.680,1,9.970,1:39.550,3,10.120,1:39.700,4,10.400,1:40.110
