Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
2,13.43,13.43,3,13.47,13.47,1,13.33,13.33,4,13.62,13.62
2,10.24,23.67,3,10.33,23.80,1,10.31,23.64,4,10.32,23.94
1,9.69,33.36,4,9.75,33.55,3,9.83,33.47,2,9.53,33.47
1,9.50,42.86,4,9.47,43.02,3,9.46,42.93,2,9.42,42.89
1,9.56,52.42,4,9.57,52.59,3,9.62,52.55,2,9.62,52.51
1,9.81,1:02.23,4,9.96,1:02.55,3,9.94,1:02.49,2,9.81,1:02.32
1,9.96,1:12.19,3,9.71,1:12.26,4,9.92,1:12.41,2,9.91,1:12.23
3,10.22,1:22.41,1,9.59,1:21.85,4,10.13,1:22.54,2,10.17,1:22.40
4,10.76,1:33.165,1,10.03,1:31.875,3,10.16,1:32.697,2,10.29,1:32.683
