SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME
1,14.47,14.47,3,14.68,14.68,4,14.79,14.79,2,14.58,14.58,5,14.88,14.88
1,11.02,25.49,3,10.96,25.64,4,10.96,25.75,2,10.99,25.57,5,11.05,25.93
1,10.48,35.97,3,10.51,36.15,4,10.52,36.27,2,10.50,36.07,5,10.48,36.41
1,9.71,45.68,2,9.63,45.78,4,9.84,46.11,3,9.73,45.80,5,9.84,46.25
1,9.02,54.70,2,9.11,54.89,4,9.33,55.44,3,9.19,54.99,5,9.45,55.70
1,8.88,1:03.58,3,8.99,1:03.88,4,9.49,1:04.93,2,8.76,1:03.75,5,9.48,1:05.18
1,8.88,1:12.46,3,9.13,1:13.01,4,10.02,1:14.95,2,8.74,1:12.49,5,9.89,1:15.07
2,9.21,1:21.67,3,9.73,1:22.74,4,10.43,1:25.38,1,9.03,1:21.52,5,10.35,1:25.42
2,9.22,1:30.89,3,10.07,1:32.81,5,11.36,1:36.74,1,9.30,1:30.82,4,10.73,1:36.15
