Alex BRYANT POSITION,Alex BRYANT LAP TIME,Alex BRYANT ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME,Sohan Sudhir TARKAR POSITION,Sohan Sudhir TARKAR LAP TIME,Sohan Sudhir TARKAR ELAPSED TIME,Maxime LAOUN POSITION,Maxime LAOUN LAP TIME,Maxime LAOUN ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME
2,7.07,7.07,3,7.29,7.29,5,7.86,7.86,1,6.94,6.94,4,7.51,7.51
1,9.24,16.31,3,9.47,16.76,5,9.94,17.80,2,9.49,16.43,4,9.27,16.78
2,9.08,25.39,4,9.33,26.09,5,9.62,27.42,1,8.77,25.20,3,9.17,25.95
2,8.89,34.28,4,9.14,35.23,5,9.81,37.23,1,8.89,34.09,3,9.05,35.00
2,9.04,43.32,4,9.31,44.54,5,10.12,47.35,1,9.00,43.09,3,9.27,44.27
