Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME
1,6.83,6.83,2,6.99,6.99,3,7.15,7.15,4,7.35,7.35
1,8.87,15.70,2,8.86,15.85,3,8.80,15.95,4,8.77,16.12
1,8.29,23.99,2,8.15,24.00,3,8.21,24.16,4,8.27,24.39
1,8.34,32.33,2,8.40,32.40,3,8.39,32.55,4,8.40,32.79
1,8.60,40.93,2,8.59,40.99,3,8.59,41.14,4,8.63,41.42
