SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
2,12.96,12.96,1,12.85,12.85,3,12.96,12.96,4,13.15,13.15
2,9.45,22.41,1,9.51,22.36,3,9.49,22.45,4,9.43,22.58
1,9.15,31.56,3,9.41,31.77,2,9.20,31.65,4,9.31,31.89
1,9.43,40.99,3,9.32,41.09,2,9.42,41.07,4,9.35,41.24
1,9.31,50.30,2,9.32,50.41,4,9.50,50.57,3,9.25,50.49
1,9.39,59.69,2,9.39,59.80,4,9.48,1:00.05,3,9.38,59.87
1,9.35,1:09.04,2,9.34,1:09.14,4,9.47,1:09.52,3,9.32,1:09.19
1,9.41,1:18.45,2,9.61,1:18.75,3,9.47,1:18.99,4,17.10,1:26.29
1,9.75,1:28.197,2,9.65,1:28.393,3,9.55,1:28.536,0,,PEN
