Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
2,13.787,13.787,4,14.033,14.033,1,13.439,13.439,3,13.883,13.883
4,10.193,23.980,2,9.669,23.702,1,10.131,23.570,3,10.048,23.931
3,10.285,34.265,1,10.262,33.964,2,10.423,33.993,4,17.723,41.654
3,9.502,43.767,2,9.666,43.630,1,9.571,43.564,4,15.739,57.393
3,9.773,53.540,1,9.662,53.293,2,9.733,53.297,4,11.458,1:08.851
3,9.516,1:03.056,2,9.534,1:02.826,1,9.526,1:02.822,4,11.150,1:20.001
3,9.467,1:12.523,2,9.521,1:12.348,1,9.496,1:12.318,4,11.266,1:31.267
3,9.483,1:22.005,1,9.458,1:21.806,2,9.669,1:21.987,4,11.142,1:42.409
2,9.499,1:31.504,1,9.543,1:31.349,3,9.909,1:31.896,4,12.554,1:54.964
