Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
0,13.174,13.174,0,13.307,13.307,0,13.232,13.232,0,13.343,13.343
0,9.808,22.983,0,9.923,23.230,0,9.676,22.908,0,9.874,23.217
0,10.052,33.034,0,9.870,33.099,0,9.980,32.887,0,9.868,33.085
0,9.652,42.686,0,9.744,42.843,0,9.583,42.471,0,9.304,42.389
0,9.458,52.144,0,9.477,52.320,0,9.479,51.950,0,9.604,51.993
0,9.653,1:01.797,0,9.756,1:02.077,0,9.667,1:01.617,0,9.573,1:01.566
0,9.786,1:11.583,0,9.305,1:11.381,0,9.659,1:11.275,0,9.782,1:11.347
0,9.278,1:20.860,0,9.393,1:20.774,0,9.330,1:20.606,0,10.087,1:21.434
0,9.604,1:30.465,0,9.412,1:30.186,0,9.304,1:29.909,0,11.463,1:32.896
