Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME
2,14.56,14.56,3,14.67,14.67,1,14.45,14.45,4,14.79,14.79
2,10.82,25.38,3,10.81,25.48,1,10.89,25.34,4,10.78,25.57
2,10.07,35.45,1,9.87,35.35,4,10.23,35.57,3,9.99,35.56
2,9.50,44.95,1,9.49,44.84,4,9.52,45.09,3,9.49,45.05
2,9.11,54.06,1,9.19,54.03,4,9.25,54.34,3,9.17,54.22
2,9.12,1:03.18,1,9.03,1:03.06,4,8.98,1:03.32,3,8.99,1:03.21
2,8.98,1:12.16,1,8.97,1:12.03,4,9.13,1:12.45,3,9.23,1:12.44
2,9.09,1:21.25,1,9.14,1:21.17,4,9.72,1:22.17,3,9.62,1:22.06
2,9.39,1:30.64,1,9.41,1:30.58,3,9.50,1:31.654,4,10.01,1:32.048
