Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
4,7.855,7.855,2,7.649,7.649,3,7.703,7.703,1,7.436,7.436
4,9.849,17.704,2,9.688,17.337,3,9.767,17.469,1,9.719,17.154
4,9.190,26.894,3,9.324,26.660,2,9.049,26.518,1,9.319,26.472
4,9.537,36.430,2,9.425,36.085,3,9.813,36.330,1,9.400,35.872
3,9.71,46.133,2,9.68,45.761,4,10.38,46.708,1,9.72,45.592
