ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Muhammed Emir HAN POSITION,Muhammed Emir HAN LAP TIME,Muhammed Emir HAN ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Florian BECKER POSITION,Florian BECKER LAP TIME,Florian BECKER ELAPSED TIME
4,13.53,13.53,1,13.14,13.14,3,13.40,13.40,5,13.62,13.62,2,13.29,13.29
5,10.12,23.65,1,10.11,23.25,4,10.12,23.52,2,9.77,23.39,3,10.14,23.43
5,9.27,32.92,2,9.21,32.46,4,9.32,32.84,1,8.96,32.35,3,9.25,32.68
5,9.02,41.94,1,9.15,41.61,4,9.03,41.87,2,9.27,41.62,3,9.10,41.78
4,9.12,51.06,1,9.00,50.61,5,9.20,51.07,2,9.20,50.82,3,9.15,50.93
4,9.05,1:00.11,1,9.09,59.70,5,9.16,1:00.23,2,9.05,59.87,3,9.07,1:00.00
3,8.97,1:09.08,1,8.92,1:08.62,5,9.12,1:09.35,2,9.13,1:09.00,4,9.14,1:09.14
3,9.30,1:18.38,1,9.00,1:17.62,4,9.25,1:18.60,2,9.31,1:18.31,5,9.57,1:18.71
3,9.51,1:27.89,1,9.10,1:26.72,4,9.64,1:28.24,2,9.45,1:27.76,5,9.93,1:28.64
