CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME
3,13.57,13.57,2,13.54,13.54,4,13.65,13.65,1,13.44,13.44,5,13.77,13.77,6,14.16,14.16
1,9.77,23.34,3,10.03,23.57,4,10.02,23.67,2,9.98,23.42,5,10.03,23.80,6,9.74,23.90
2,9.74,33.08,3,9.58,33.15,4,9.63,33.30,1,9.58,33.00,5,9.63,33.43,6,9.67,33.57
2,9.25,42.33,3,9.33,42.48,4,9.29,42.59,1,9.20,42.20,5,9.26,42.69,6,9.27,42.84
1,9.38,51.71,3,9.39,51.87,4,9.36,51.95,1,9.51,51.71,5,9.38,52.07,6,9.36,52.20
1,9.28,1:00.99,3,9.51,1:01.38,6,9.68,1:01.63,2,9.37,1:01.08,4,9.32,1:01.39,5,9.28,1:01.48
1,9.33,1:10.32,3,9.21,1:10.59,6,10.37,1:12.00,2,9.32,1:10.40,4,9.43,1:10.82,5,9.55,1:11.03
1,9.28,1:19.60,3,9.21,1:19.80,6,10.91,1:22.91,2,9.26,1:19.66,4,9.32,1:20.14,5,9.75,1:20.78
1,9.45,1:29.023,3,9.42,1:29.203,6,11.65,1:34.534,2,9.42,1:29.059,4,9.49,1:29.609,5,10.68,1:31.425
