van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME
1,7.48,7.48,3,7.86,7.86,2,7.59,7.59
1,9.77,17.25,3,9.73,17.59,2,9.79,17.38
1,9.38,26.63,3,29.76,47.35,2,9.34,26.72
1,9.52,36.15,3,13.23,1:00.58,2,9.43,36.15
1,9.96,46.103,3,11.82,1:12.399,2,10.35,46.495
