HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Benjamin STUTHRIDGE POSITION,Benjamin STUTHRIDGE LAP TIME,Benjamin STUTHRIDGE ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
1,6.86,6.86,3,7.12,7.12,4,7.66,7.66,2,7.11,7.11
1,9.22,16.08,2,9.23,16.35,4,10.20,17.86,3,9.54,16.65
1,8.88,24.96,2,9.00,25.35,4,9.98,27.84,3,9.46,26.11
1,8.99,33.95,2,9.14,34.49,4,10.06,37.90,3,9.59,35.70
1,9.14,43.083,2,9.50,43.989,4,10.57,48.468,3,9.91,45.605
