Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
1,6.75,6.75,3,7.01,7.01,4,7.06,7.06,2,6.90,6.90
1,9.10,15.85,3,9.11,16.12,4,9.12,16.19,2,9.09,15.99
1,8.62,24.48,4,8.78,24.91,3,8.59,24.78,2,8.69,24.68
1,8.93,33.41,2,8.75,33.67,4,9.00,33.79,3,9.07,33.76
1,9.34,42.749,2,9.21,42.873,3,9.16,42.947,4,9.48,43.232
