Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
2,7.331,7.331,4,7.825,7.825,1,7.287,7.287,3,7.732,7.732,5,8.015,8.015
1,9.584,16.915,3,9.800,17.625,2,9.956,17.243,4,10.051,17.783,5,10.128,18.142
1,9.290,26.204,3,9.403,27.028,2,9.226,26.469,4,9.308,27.090,5,9.456,27.598
1,9.465,35.669,3,9.292,36.319,2,9.522,35.990,4,9.420,36.510,5,9.867,37.465
1,9.82,45.489,3,9.57,45.885,2,9.82,45.806,4,9.59,46.096,5,10.11,47.575
