Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.620,6.620,2,6.870,6.870,3,7.150,7.150,4,7.320,7.320
1,8.940,15.570,2,8.870,15.750,3,8.940,16.090,4,9.330,16.660
1,8.800,24.380,2,8.900,24.650,3,8.680,24.770,4,9.090,25.750
1,8.820,33.200,2,8.780,33.440,3,8.790,33.570,4,9.170,34.930
1,9.070,42.280,3,9.450,42.890,2,9.180,42.750,4,9.720,44.660
