Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME
1,6.77,6.77,2,6.86,6.86,3,6.96,6.96,4,7.03,7.03,5,7.25,7.25
1,8.81,15.58,2,8.83,15.69,3,8.99,15.95,4,8.97,16.00,5,8.89,16.14
1,8.40,23.98,2,8.36,24.05,3,8.23,24.18,4,8.34,24.34,5,8.39,24.53
1,8.53,32.51,2,8.54,32.59,3,8.46,32.64,4,8.44,32.78,5,8.47,33.00
1,8.74,41.251,2,8.69,41.286,4,,41.524,3,,41.506,5,8.64,41.629
