Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Maureen de LANGE POSITION,Maureen de LANGE LAP TIME,Maureen de LANGE ELAPSED TIME
1,14.344,14.344,2,14.626,14.626,3,14.646,14.646,4,14.835,14.835
1,10.681,25.025,3,10.607,25.233,4,10.723,25.368,2,10.256,25.091
1,10.686,35.710,3,10.768,36.000,4,10.640,36.008,2,10.686,35.777
2,10.844,46.553,3,10.730,46.730,4,10.775,46.782,1,10.762,46.538
2,10.772,57.325,3,10.672,57.401,4,10.765,57.547,1,10.748,57.285
1,10.496,1:07.820,3,10.539,1:07.940,4,10.416,1:07.962,2,10.562,1:07.847
1,9.608,1:17.428,4,10.332,1:18.271,2,9.811,1:17.772,3,10.350,1:18.197
1,9.940,1:27.367,3,10.251,1:28.521,2,9.819,1:27.591,4,10.617,1:28.814
1,10.22,1:37.581,3,10.40,1:38.917,2,10.39,1:37.980,4,11.24,1:40.047
