Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
2,13.12,13.12,1,13.05,13.05,3,13.21,13.21,4,13.28,13.28
3,10.37,23.49,1,10.26,23.31,2,10.16,23.37,4,10.31,23.59
3,9.85,33.34,1,9.86,33.17,2,9.89,33.26,4,9.90,33.49
2,9.91,43.25,1,10.03,43.20,3,10.03,43.29,4,10.14,43.63
3,9.82,53.07,1,9.55,52.75,2,9.72,53.01,4,9.85,53.48
2,9.48,1:02.55,1,9.59,1:02.34,3,9.67,1:02.68,4,9.95,1:03.43
2,9.66,1:12.21,1,9.71,1:12.05,3,9.70,1:12.38,4,10.44,1:13.87
2,9.87,1:22.08,1,9.80,1:21.85,3,10.03,1:22.41,4,11.01,1:24.88
2,10.25,1:32.323,1,10.06,1:31.902,3,10.54,1:32.946,4,11.32,1:36.197
