HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME
1,7.40,7.40,2,7.57,7.57,4,8.07,8.07,3,7.71,7.71
1,9.65,17.05,2,9.72,17.29,4,9.72,17.79,3,9.67,17.38
1,9.41,26.46,3,9.31,26.60,4,9.27,27.06,2,9.21,26.59
1,9.39,35.85,3,9.59,36.19,4,9.39,36.45,2,9.43,36.02
1,9.52,45.362,3,9.55,45.731,4,9.50,45.950,2,9.58,45.599
