Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME
1,6.82,6.82,2,7.00,7.00,4,7.25,7.25,3,7.15,7.15
1,8.97,15.79,2,8.85,15.85,4,9.05,16.30,3,8.98,16.13
1,8.45,24.24,2,8.48,24.33,4,8.44,24.74,3,8.53,24.66
1,8.61,32.85,2,8.60,32.93,4,8.76,33.50,3,8.63,33.29
2,8.97,41.811,1,8.75,41.673,4,8.98,42.479,3,8.86,42.149
