Ariff Rasydan MOHAMAD FADZLI POSITION,Ariff Rasydan MOHAMAD FADZLI LAP TIME,Ariff Rasydan MOHAMAD FADZLI ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
5,13.42,,2,13.05,13.05,4,13.36,13.36,3,13.19,13.19,1,12.92,12.92
5,10.17,,2,9.80,22.85,3,9.73,23.09,4,10.26,23.45,1,9.77,22.69
5,14.28,,3,9.51,32.36,2,9.25,32.34,4,9.57,33.02,1,9.53,32.22
5,10.98,,3,9.32,41.68,2,9.23,41.57,4,9.21,42.23,1,9.25,41.47
5,12.00,,3,9.19,50.87,2,9.20,50.77,4,9.35,51.58,1,9.20,50.67
5,11.46,,3,9.18,1:00.05,2,9.14,59.91,4,9.66,1:01.24,1,9.14,59.81
5,11.42,,3,9.30,1:09.35,2,9.18,1:09.09,4,10.19,1:11.43,1,9.17,1:08.98
5,11.50,,3,9.61,1:18.96,2,9.20,1:18.29,4,10.41,1:21.84,1,9.13,1:18.11
5,12.95,,3,9.91,1:28.851,2,9.31,1:27.585,4,10.75,1:32.567,1,9.18,1:27.281
