LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME
1,6.94,6.94,3,7.15,7.15,2,7.04,7.04,4,7.27,7.27
1,9.02,15.96,3,9.18,16.33,2,9.12,16.16,4,9.29,16.56
1,8.59,24.55,3,8.72,25.05,2,8.80,24.96,4,8.72,25.28
1,8.66,33.21,2,9.00,34.05,3,9.12,34.08,4,8.89,34.17
1,8.86,42.064,3,9.83,43.874,2,9.70,43.778,0,,PEN
