Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Jamie SUTTON POSITION,Jamie SUTTON LAP TIME,Jamie SUTTON ELAPSED TIME
4,7.45,7.45,1,7.09,7.09,2,7.20,7.20,3,7.24,7.24,5,7.71,7.71
4,9.40,16.85,1,9.37,16.46,2,9.28,16.48,3,9.36,16.60,5,9.81,17.52
4,8.80,25.65,1,8.86,25.32,2,8.95,25.43,3,8.92,25.52,5,9.21,26.73
4,8.86,34.51,1,8.88,34.20,3,8.99,34.42,2,8.79,34.31,5,9.25,35.98
4,8.88,43.383,2,9.05,43.242,3,8.86,43.276,1,8.88,43.186,5,9.48,45.451
