WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.77,6.77,4,7.06,7.06,2,6.90,6.90,3,6.91,6.91,5,7.16,7.16
1,8.51,15.28,4,8.76,15.82,3,8.67,15.57,2,8.51,15.42,5,8.79,15.95
1,8.05,23.33,4,8.14,23.96,3,8.03,23.60,2,8.07,23.49,5,8.18,24.13
1,8.11,31.44,4,8.26,32.22,3,8.05,31.65,2,8.08,31.57,5,8.32,32.45
1,8.33,39.77,3,8.50,40.72,5,20.18,51.83,2,8.27,39.84,4,8.64,41.09
