HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
1,6.66,6.66,3,6.97,6.97,2,6.84,6.84,4,7.15,7.15
1,8.76,15.42,3,8.87,15.84,2,8.88,15.72,4,8.86,16.01
1,8.29,23.71,3,8.32,24.16,2,8.36,24.08,4,8.26,24.27
1,8.56,32.27,3,8.47,32.63,2,8.51,32.59,4,8.46,32.73
1,8.74,41.009,4,8.98,41.605,2,8.85,41.434,3,8.78,41.507
