SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME
1,13.9017,13.9017,4,14.1985,14.1985,2,13.9898,13.9898,3,14.0656,14.0656
2,10.4940,24.3957,3,10.2557,24.4542,1,10.3830,24.3728,4,10.3952,24.4608
2,9.6681,34.0638,3,9.7338,34.1880,1,9.6108,33.9836,4,9.7826,34.2434
3,9.5465,43.6103,2,9.2476,43.4356,1,9.4343,43.4179,4,9.4285,43.6719
3,9.4317,53.0420,1,9.5029,52.9385,2,9.5697,52.9876,4,9.6062,53.2781
3,9.2242,1:02.2662,2,9.2343,1:02.1728,1,9.1657,1:02.1533,4,9.2387,1:02.5168
3,9.3970,1:11.6632,2,9.2904,1:11.4632,1,9.1981,1:11.3514,4,9.3510,1:11.8678
2,8.9352,1:20.5984,3,9.1420,1:20.6052,1,9.0886,1:20.4400,4,9.6249,1:21.4927
2,9.35,1:29.949,3,10.08,1:30.685,1,9.28,1:29.721,4,9.69,1:31.178
