BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
2,8.06,8.06,1,7.78,7.78,4,8.19,8.19,3,8.15,8.15
2,9.74,17.80,1,9.76,17.54,3,9.75,17.94,4,10.02,18.17
2,9.26,27.06,1,9.43,26.97,3,9.16,27.10,4,9.06,27.23
4,9.82,36.88,1,9.61,36.58,2,9.56,36.66,3,9.59,36.82
3,9.69,46.574,1,9.78,46.367,2,9.79,46.457,4,9.92,46.747
