Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
3,7.12,7.12,2,7.05,7.05,1,6.79,6.79,4,7.38,7.38
3,9.05,16.17,2,9.02,16.07,1,8.87,15.66,4,9.03,16.41
2,8.72,24.89,3,8.94,25.01,1,8.53,24.19,4,8.68,25.09
2,8.79,33.68,3,8.77,33.78,1,8.75,32.94,4,8.79,33.88
2,8.75,42.426,3,8.75,42.524,1,8.81,41.748,4,8.69,42.562
