Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
2,14.17,14.17,1,13.82,13.82,3,14.20,14.20,4,14.28,14.28
1,10.33,24.51,3,10.82,24.65,2,10.40,24.60,4,10.59,24.87
1,10.17,34.68,2,10.15,34.80,3,10.23,34.83,4,10.10,34.97
1,10.20,44.89,2,10.16,44.96,3,10.28,45.12,4,10.36,45.34
1,10.34,55.23,2,10.30,55.27,3,10.25,55.38,4,10.25,55.59
1,10.09,1:05.32,2,10.13,1:05.40,3,10.17,1:05.55,4,10.08,1:05.68
1,10.04,1:15.37,2,10.05,1:15.46,3,10.06,1:15.61,4,10.16,1:15.84
1,10.10,1:25.47,2,10.13,1:25.59,3,9.99,1:25.60,4,9.99,1:25.84
1,10.27,1:35.735,3,10.32,1:35.909,2,10.25,1:35.847,4,10.18,1:36.018
