PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,6.97,6.97,2,7.10,7.10,3,7.30,7.30,4,7.42,7.42
1,9.11,16.08,2,9.11,16.21,3,9.08,16.38,4,9.09,16.51
1,8.67,24.75,2,8.59,24.80,3,8.84,25.22,4,8.83,25.34
1,8.79,33.54,2,8.84,33.64,3,8.95,34.17,4,8.98,34.32
1,9.08,42.611,2,9.12,42.751,3,9.20,43.361,4,9.16,43.475
