Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME
2,14.29,14.29,3,14.38,14.38,4,14.51,14.51,1,14.18,14.18
1,10.87,25.16,3,10.95,25.33,4,10.96,25.47,2,11.06,25.24
1,10.89,36.05,3,10.91,36.24,4,11.00,36.47,2,10.92,36.16
1,10.36,46.41,3,10.38,46.62,4,10.30,46.77,2,10.35,46.51
1,10.34,56.75,3,10.36,56.98,4,10.30,57.07,2,10.35,56.86
1,10.28,1:07.03,3,10.25,1:07.23,4,10.30,1:07.37,2,10.26,1:07.12
1,10.26,1:17.29,4,10.42,1:17.65,3,10.15,1:17.52,2,10.29,1:17.41
1,10.26,1:27.55,4,10.46,1:28.11,3,10.24,1:27.76,2,10.24,1:27.65
1,10.43,1:37.974,4,10.85,1:38.953,3,10.50,1:38.252,2,10.50,1:38.149
