YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME
1,12.79,12.79,2,12.81,12.81,3,12.86,12.86,4,13.09,13.09
1,9.85,22.64,3,10.00,22.81,2,9.88,22.74,4,9.83,22.92
1,10.15,32.79,3,10.20,33.01,2,10.16,32.90,4,10.18,33.10
1,9.84,42.63,3,9.86,42.87,2,9.88,42.78,4,9.88,42.98
1,9.60,52.23,3,9.55,52.42,2,9.52,52.30,4,9.54,52.52
1,9.25,1:01.48,3,9.23,1:01.65,2,9.25,1:01.55,4,9.30,1:01.82
1,9.51,1:10.99,2,9.41,1:11.06,3,9.54,1:11.09,4,9.39,1:11.21
1,9.31,1:20.30,2,9.34,1:20.40,3,9.42,1:20.51,4,9.43,1:20.64
1,9.39,1:29.685,2,9.62,1:30.013,3,43.07,2:03.575,4,51.80,2:12.439
